Category,Type,Difficulty,Question,Answer,Incorred Answers
Geography,multiple,easy,V2hpY2ggb2YgdGhlc2UgQWZyaWNhbiBjb3VudHJpZXMgbGlzdCAiU3BhbmlzaCIgYXMgYW4gb2ZmaWNpYWwgbGFuZ3VhZ2U\/,RXF1YXRvcmlhbCBHdWluZWE=,"['R3VpbmVh', 'Q2FtZXJvb24=', 'QW5nb2xh']"
Geography,multiple,hard,TGxhbmZhaXLCrXB3bGxnd3luZ3lsbMKtZ29nZXJ5wq1jaHd5cm7CrWRyb2J3bGzCrWxsYW7CrXR5c2lsaW\/CrWdvZ2\/CrWdvY2ggaXMgbG9jYXRlZCBvbiB3aGljaCBXZWxzaCBpc2xhbmQ\/,QW5nbGVzZXk=,"['QmFycnk=', 'QmFyZHNleQ==', 'Q2FsZGV5']"
Geography,boolean,easy,VG9yb250byBpcyB0aGUgY2FwaXRhbCBjaXR5IG9mIHRoZSBOb3J0aCBBbWVyaWNhbiBjb3VudHJ5IG9mIENhbmFkYS4=,RmFsc2U=,['VHJ1ZQ==']
Geography,multiple,medium,V2hhdCB0aW55IHByaW5jaXBhbGl0eSBsaWVzIGJldHdlZW4gU3BhaW4gYW5kIEZyYW5jZT8=,QW5kb3JyYQ==,"['TGllY2h0ZW5zdGVpbg==', 'TW9uYWNv', 'U2FuIE1hcmlubw==']"
Geography,multiple,medium,V2hlcmUgaXMgdGhlIHdvcmxkJ3Mgb2xkZXN0IHN0aWxsIG9wZXJhdGlvbmFsIHNwYWNlIGxhdW5jaCBmYWNpbGl0eSBsb2NhdGVkPw==,S2F6YWtoc3Rhbg==,"['UnVzc2lh', 'SXJhbg==', 'VW5pdGVkIFN0YXRlcw==']"
Geography,boolean,medium,TGllY2h0ZW5zdGVpbiBkb2VzIG5vdCBoYXZlIGFuIGFpcnBvcnQu,VHJ1ZQ==,['RmFsc2U=']
Geography,multiple,medium,V2hhdCBpcyB0aGUgbGFyZ2VzdCBNdXNsaW0gY291bnRyeSBpbiB0aGUgd29ybGQ\/,SW5kb25lc2lh,"['UGFraXN0YW4=', 'U2F1ZGkgQXJhYmlh', 'SXJhbg==']"
Geography,multiple,easy,V2hpY2ggY291bnRyeSBpcyB0aGUgaG9tZSBvZiB0aGUgbGFyZ2VzdCBKYXBhbmVzZSBwb3B1bGF0aW9uIG91dHNpZGUgb2YgSmFwYW4\/,QnJhemls,"['Q2hpbmE=', 'UnVzc2lh', 'VGhlIFVuaXRlZCBTdGF0ZXM=']"
Geography,multiple,hard,V2hhdCBpcyB0aGUgbmFtZSBvZiB0aGUgQ2FuYWRpYW4gbmF0aW9uYWwgYW50aGVtPw==,TyBDYW5hZGE=,"['TyBSZWQgTWFwbGU=', 'TGVhZi1TcGFuZ2xlZCBCYW5uZXI=', 'TWFyY2ggb2YgdGhlIFB1Y2sgRHJvcA==']"
Geography,multiple,hard,V2hhdCBOb3J0aCBBbWVyaWNhbiB0b3VyaXN0IGF0dHJhY3Rpb24gaXMgc2VydmVkIGJ5IHRoZSAiTWFpZCBvZiB0aGUgTWlzdCIgdG91ciBjb21wYW55Pw==,TmlhZ2FyYSBGYWxscw==,"['V2hpc3RsZXIsIEJyaXRpc2ggQ29sdW1iaWE=', 'RGlzbmV5IFdvcmxk', 'WW9zZW1pdGUgTmF0aW9uYWwgUGFyaw==']"
Geography,multiple,hard,V2hhdCBpcyB0aGUgbmFtZSBvZiB0aGUgZm9ybWVybHkgcmljaCBmaXNoaW5nIGdyb3VuZHMgb2ZmIHRoZSBpc2xhbmQgb2YgTmV3Zm91bmRsYW5kLCBDYW5hZGE\/,R3JhbmQgQmFua3M=,"['R3JlYXQgQmFycmllciBSZWVm', 'TWFyaWFuYSBUcmVuY2g=', 'SHVkc29uIEJheQ==']"
Geography,multiple,easy,V2hhdCBpcyB0aGUgUG9saXNoIGNpdHkga25vd24gdG8gR2VybWFucyBhcyBEYW56aWc\/,R2RhxYRzaw==,"['V2Fyc2F3', 'WmFrb3BhbmU=', 'UG96bmHFhA==']"
Geography,multiple,hard,V2hlbiBkb2VzIEZpbmxhbmQgY2VsZWJyYXRlIHRoZWlyIGluZGVwZW5kZW5jZSBkYXk\/,RGVjZW1iZXIgNnRo,"['SmFudWFyeSAybmQ=', 'Tm92ZW1iZXIgMTJ0aA==', 'RmVicnVhcnkgOHRo']"
Geography,multiple,easy,SG93IG1hbnkgY291bnRyaWVzIGRvZXMgTWV4aWNvIGJvcmRlcj8=,Mw==,"['Mg==', 'NA==', 'MQ==']"
Geography,multiple,medium,V2hhdCBpcyB0aGUgY2FwaXRhbCBvZiBTZXljaGVsbGVzPw==,VmljdG9yaWE=,"['THVhbmRh', 'TidEamFtZW5h', 'VHJpcG9saQ==']"
Geography,multiple,medium,V2hhdCBpcyB0aGUgY2FwaXRhbCBvZiBCZWxhcnVzPw==,TWluc2s=,"['V2Fyc2F3', 'S2lldg==', 'Vmlsbml1cw==']"
Geography,multiple,hard,V2hhdCBpcyB0aGUgbGFuZCBjb25uZWN0aW5nIE5vcnRoIEFtZXJpY2EgYW5kIFNvdXRoIEFtZXJpY2E\/,SXN0aG11cyBvZiBQYW5hbWE=,"['SXN0aG11cyBvZiBTdWV6', 'VXJhbHM=', 'QXVzdHJhbGFzaWE=']"
Geography,multiple,hard,V2hpY2ggb2YgdGhlc2UgY2l0aWVzIGhhcyBhIDTCsCBFYXN0IGxvbmdpdHVkZS4g,QW1zdGVyZGFt,"['UmlvIGRlIEphbmVybw==', 'VG9yb250bw==', 'SG9uZyBLb25n']"
Geography,multiple,medium,V2hhdCBjb250aW5lbnQgaXMgdGhlIGNvdW50cnkgTGVzb3RobyBpbj8=,QWZyaWNh,"['QXNpYQ==', 'U291dGggQW1lcmljYQ==', 'RXVyb3Bl']"
Geography,multiple,easy,V2hhdCBpcyB0aGUgY2FwaXRhbCBvZiBTY290bGFuZD8=,RWRpbmJ1cmdo,"['R2xhc2dvdw==', 'RHVuZGVl', 'TG9uZG9u']"
Geography,multiple,medium,SG93IG1hbnkgcml2ZXJzIGFyZSBpbiBTYXVkaSBBcmFiaWE\/,MA==,"['MQ==', 'Mg==', 'Mw==']"
Geography,multiple,easy,V2hpY2ggY291bnRyeSB3YXMgTk9UIHBhcnQgb2YgdGhlIFNvdmlldCBVbmlvbj8=,Um9tYW5pYQ==,"['VHVya21lbmlzdGFu', 'QmVsYXJ1cw==', 'VGFqaWtpc3Rhbg==']"
Geography,multiple,easy,V2hpY2ggc21hbGwgY291bnRyeSBpcyBsb2NhdGVkIGJldHdlZW4gdGhlIGJvcmRlcnMgb2YgRnJhbmNlIGFuZCBTcGFpbj8=,QW5kb3JyYQ==,"['U2FuIE1hcmlubw==', 'VmF0aWNhbiBDaXR5', 'TGljaHRlbnN0ZWlu']"
Geography,boolean,hard,VGhlIHR3byBsYXJnZXN0IGV0aG5pYyBncm91cHMgb2YgQmVsZ2l1bSBhcmUgRmxlbWlzaCBhbmQgV2FsbG9vbi4g,VHJ1ZQ==,['RmFsc2U=']
Geography,multiple,medium,V2hpY2ggRW5nbGlzaCBjb3VudHkgd2lsbCB5b3UgZmluZCB0aGUgVW5pdmVyc2l0eSBvZiBFYXN0IEFuZ2xpYT8=,Tm9yZm9saw==,"['U3VmZm9saw==', 'RXNzZXg=', 'Q2FtYnJpZGdlc2hpcmU=']"
Geography,multiple,medium,V2hhdCBpcyB0aGUgbmFtZSBvZiB0aGUgb25seSByZW1haW5pbmcgR3JhbmQgRHVjaHkgaW4gdGhlIHdvcmxkID8=,THV4ZW1ib3VyZw==,"['TW9udGVuZWdybw==', 'TGllY2h0ZW5zdGVpbg==', 'QW5kb3JyYQ==']"
Geography,multiple,medium,V2hhdCBpcyB0aGUgbm9ydGhlcm5tb3N0IGh1bWFuIHNldHRsZW1lbnQgd2l0aCB5ZWFyIHJvdW5kIGluaGFiaXRhbnRzPw==,QWxlcnQsIENhbmFkYQ==,"['TmFndXJza295ZSwgUnVzc2lh', 'TWNNdXJkbyBTdGF0aW9uLCBBbnRhcmN0aWNhIA==', 'SG9ubmluZ3N2w6VnLCBOb3J3YXk=']"
History,multiple,medium,SW4gd2hhdCB5ZWFyIGRpZCBOZWlsIEFybXN0cm9uZyBhbmQgQnV6eiBBbGRyaW4gbGFuZCBvbiB0aGUgbW9vbj8=,MTk2OQ==,"['MTk2NQ==', 'MTk2Ng==', 'MTk3Mw==']"
History,multiple,medium,Sm9zZXBoIFNtaXRoIHdhcyB0aGUgZm91bmRlciBvZiB3aGF0IHJlbGlnaW9uPw==,TW9ybW9uaXNt,"['QnVkZGhpc20=', 'Q2hyaXN0aWFuaXR5', 'SGluZHVpc20=']"
History,boolean,medium,VGhlIHR3byBhdG9taWMgYm9tYnMgZHJvcHBlZCBvbiBKYXBhbiBieSB0aGUgVW5pdGVkIFN0YXRlcyBpbiBBdWd1c3QgMTk0NSB3ZXJlIG5hbWVkICdMaXR0bGUgTWFuJyBhbmQgJ0ZhdCBCb3knLg==,RmFsc2U=,['VHJ1ZQ==']
History,boolean,medium,VGhlIGZpcnN0IHRlbGV2aXNlZCBwcmVzaWRlbnRpYWwgZGViYXRlIHdhcyBiZXR3ZWVuIEppbW15IENhcnRlciBhbmQgR2VyYWxkIEZvcmQu,RmFsc2U=,['VHJ1ZQ==']
History,multiple,easy,V2hpY2ggb25lIG9mIHRoZXNlIHRhbmtzIHdhcyBkZXNpZ25lZCBhbmQgb3BlcmF0ZWQgYnkgdGhlIFVuaXRlZCBLaW5nZG9tPw==,VG9nIElJ,"['TTQgU2hlcm1hbg==', 'VGlnZXIgSDE=', 'VC0zNA==']"
History,multiple,medium,VGhlIGNyb3duIG9mIHRoZSBFbXBpcmUgU3RhdGUgQnVpbGRpbmcgd2FzIG9yaWdpbmFsbHkgYnVpbHQgZm9yIHdoYXQgcHVycG9zZT8=,QWlyc2hpcCBEb2Nr,"['TGlnaHRuaW5nIFJvZA==', 'QW50ZW5uYWU=', 'RmxhZyBQb2xl']"
History,multiple,medium,V2hpY2ggb2YgaGlzIHNpeCB3aXZlcyB3YXMgSGVucnkgVklJSSBtYXJyaWVkIHRvIHRoZSBsb25nZXN0Pw==,Q2F0aGVyaW5lIG9mIEFyYWdvbg==,"['QW5uZSBCb2xleW4=', 'SmFuZSBTZXltb3Vy', 'Q2F0aGVyaW5lIFBhcnI=']"
History,multiple,medium,V2hvIHdhcyB0aGUgUHJpbWUgTWluaXN0ZXIgb2YgdGhlIFVuaXRlZCBLaW5nZG9tIGZvciBtb3N0IG9mIFdvcmxkIFdhciBJST8=,V2luc3RvbiBDaHVyY2hpbGw=,"['TmV2aWxsZSBDaGFtYmVybGFpbg==', 'SGFyb2xkIE1hY21pbGxhbg==', 'RWR3YXJkIEhlYXRo']"
History,multiple,medium,VGhlIEhlcmVybyBnZW5vY2lkZSB3YXMgcGVycGV0cmF0ZWQgaW4gQWZyaWNhIGJ5IHdoaWNoIG9mIHRoZSBmb2xsb3dpbmcgY29sb25pYWwgbmF0aW9ucz8=,R2VybWFueQ==,"['QnJpdGFpbg==', 'QmVsZ2l1bQ==', 'RnJhbmNl']"
History,multiple,medium,SW4gd2hhdCB5ZWFyIHdhcyB0aGUgbGFzdCBuYXR1cmFsIGNhc2Ugb2Ygc21hbGxwb3ggZG9jdW1lbnRlZD8=,MTk3Nw==,"['MTk4Mg==', 'MTk4MA==', 'MTk5MA==']"
History,boolean,medium,QnJlemhuZXYgd2FzIHRoZSA1dGggbGVhZGVyIG9mIHRoZSBVU1NSLg==,VHJ1ZQ==,['RmFsc2U=']
History,multiple,easy,V2hhdCB3YXMgTWFuZnJlZCB2b24gUmljaHRob2ZlbidzIG5pY2tuYW1lPw==,VGhlIFJlZCBCYXJvbg==,"['VGhlIEhpZ2ggRmx5aW5nIEFjZQ==', 'VGhlIEJsdWUgU2VycGVudCA=', 'VGhlIEdlcm1hbnkgR3VubmVy']"
History,multiple,medium,T24gd2hpY2ggZGF5IGRpZCB0aGUgYXR0ZW1wdGVkIGNvdXAgZCdldGF0IG9mIDE5OTEgaW4gdGhlIFNvdmlldCBVbmlvbiBiZWdpbj8=,QXVndXN0IDE5,"['QXVndXN0IDIx', 'RGVjZW1iZXIgMjY=', 'RGVjZW1iZXIgMjQ=']"
History,multiple,easy,V2hpY2ggbW9kZXJuIGRheSBjb3VudHJ5IGlzIHRoZSByZWdpb24gdGhhdCB3YXMga25vd24gYXMgUGhyeWdpYSBpbiBhbmNpZW50IHRpbWVzPw==,VHVya2V5,"['U3lyaWE=', 'R3JlZWNl', 'RWd5cHQ=']"
History,multiple,easy,SW4gd2hpY2ggeWVhciBkaWQgdGhlIEludmFzaW9uIG9mIEt1d2FpdCBieSBJcmFxIG9jY3VyPw==,MTk5MA==,"['MTk5Mg==', 'MTk4OA==', 'MTk4Ng==']"
History,multiple,hard,V2hlbiB3YXMgQWRvbGYgSGl0bGVyIGFwcG9pbnRlZCBhcyBDaGFuY2VsbG9yIG9mIEdlcm1hbnk\/,SmFudWFyeSAzMCwgMTkzMw==,"['U2VwdGVtYmVyIDEsIDE5Mzk=', 'RmVicnVhcnkgMjcsIDE5MzM=', 'T2N0b2JlciA2LCAxOTM5']"
History,multiple,hard,RHVyaW5nIHRoZSBSb21hbiBUcml1bXZpcmF0ZSBvZiA0MiBCQ0UsIHdoYXQgcmVnaW9uIG9mIHRoZSBSb21hbiBSZXB1YmxpYyB3YXMgZ2l2ZW4gdG8gTGVwaWR1cz8=,SGlzcGFuaWEg,"['SXRhbGlh', 'R2FsbGlh', 'QXNpYQ==']"
History,multiple,medium,Sm9zZXBoIFN0YWxpbiBoYWQgYSBjcmltaW5hbCBwYXN0IGRvaW5nIHdoYXQ\/,Um9iYmluZyB0cmFpbnM=,"['UGVkb3BoaWxpYQ==', 'VGF4IGV2YXRpb24=', 'SWRlbnRpdHkgRnJhdWQ=']"
History,multiple,medium,QWdhaW5zdCB3aGljaCBjb3VudHJ5IGRpZCB0aGUgRHV0Y2ggUmVwdWJsaWMgZmlnaHQgdGhlIEVpZ2h0eSBZZWFycycgV2FyPw==,U3BhaW4=,"['RnJhbmNl', 'RW5nbGFuZA==', 'UG9ydHVnYWw=']"
History,multiple,medium,V2hhdCBpcyB0aGUgb2xkZXN0IFVTIHN0YXRlPw==,RGVsYXdhcmU=,"['UmhvZGUgSXNsYW5k', 'TWFpbmU=', 'VmlyZ2luaWE=']"
History,multiple,medium,V2hhdCB3YXMgdGhlIHRyYW5zZmVyIG9mIGRpc2Vhc2UsIGNyb3BzLCBhbmQgcGVvcGxlIGFjcm9zcyB0aGUgQXRsYW50aWMgc2hvcnRseSBhZnRlciB0aGUgZGlzY292ZXJ5IG9mIHRoZSBBbWVyaWNhcyBjYWxsZWQ\/,VGhlIENvbHVtYmlhbiBFeGNoYW5nZQ==,"['VHJpYW5nbGUgVHJhZGU=', 'VHJhbnNhdGxhbnRpYyBTbGF2ZSBUcmFkZQ==', 'VGhlIFNpbGsgUm9hZA==']"
History,multiple,medium,V2hhdCBpcyB0aGUgbW5lbW9uaWMgZGV2aWNlIGZvciByZW1lbWJlcmluZyB0aGUgZmF0ZXMgb2YgdGhlIHdpdmVzIG9mIEhlbnJ5IFZJSUk\/,RGl2b3JjZWQsIEJlaGVhZGVkLCBEaWVkLCBEaXZvcmNlZCwgQmVoZWFkZWQsIFN1cnZpdmVk,"['QmVoZWFkZWQsIERpZWQsIERpdm9yY2VkLCBEaXZvcmNlZCwgQmVoZWFkZWQsIFN1cnZpdmVk', 'RGllZCwgQmVoZWFkZWQsIERpdm9yY2VkLCBCZWhlYWRlZCwgU3Vydml2ZWQsIERpdm9yY2Vk', 'U3Vydml2ZWQsIEJlaGVhZGVkLCBEaWVkLCBEaXZvcmNlZCwgRGl2b3JjZWQsIEJlaGVhZGVk']"
History,multiple,medium,V2hpY2ggQW1lcmljYW4gY2l2aWxpemF0aW9uIGlzIHRoZSBzb3VyY2Ugb2YgdGhlIGJlbGllZiB0aGF0IHRoZSB3b3JsZCB3b3VsZCBlbmQgb3IgZHJhc3RpY2FsbHkgY2hhbmdlIG9uIERlY2VtYmVyIDIxc3QsIDIwMTI\/,VGhlIE1heWFucw==,"['VGhlIEluY2Fz', 'VGhlIEF6dGVjcw==', 'VGhlIE5hdmFqb3M=']"
History,multiple,medium,V2hlbiBDaHJpc3RvcGhlciBDb2x1bWJ1cyBzYWlsZWQgdG8gQW1lcmljYSwgd2hhdCB3YXMgdGhlIGZpcnN0IHJlZ2lvbiBoZSBhcnJpdmVkIGluPw==,VGhlIEJhaGFtYXMgQXJjaGlwZWxhZ28=,"['RmxvcmlkYQ==', 'SXN0aG11cyBvZiBQYW5hbWE=', 'TmljYXJhZ3Vh']"
History,boolean,medium,VGhlIEh1bmRyZWQgWWVhcnMnIFdhciB3YXMgZm91Z2h0IGZvciBtb3JlIHRoYW4gYSBodW5kcmVkIHllYXJzLg==,VHJ1ZQ==,['RmFsc2U=']
History,multiple,medium,V2hpY2ggb2YgdGhlIGZvbGxvd2luZyBzbmlwZXJzIGhhcyB0aGUgaGlnaGVzdCBhbW91bnQgb2YgY29uZmlybWVkIGtpbGxzPw==,U2ltbyBIw6R5aMOk,"['Q2hyaXMgS3lsZQ==', 'VmFzaWx5IFpheXRzZXY=', 'Q3JhaWcgSGFycmlzb24=']"
History,multiple,hard,V2hlbiB3YXMgdGhlIGNpdHkgb2YgUm9tZSwgSXRhbHkgZm91bmRlZD8=,NzUzIEJDRQ==,"['OTAyIEJDRQ==', 'NTI0IEJDRQ==', 'Njk3IEJDRQ==']"
History,multiple,hard,SG93IG1hbnkgd29tZW4gam9pbmVkIHRoZSBVbml0ZWQgU3RhdGVzIEFybWVkIFNlcnZpY2VzIGR1cmluZyBXb3JsZCBXYXIgSUk\/,MzUwLDAwMA==,"['MjI1LDAwMA==', 'MTAwLDAwMA==', 'NTAwLDAwMA==']"
History,multiple,easy,SW4gMTkzOSwgQnJpdGFpbiBhbmQgRnJhbmNlIGRlY2xhcmVkIHdhciBvbiBHZXJtYW55IGFmdGVyIGl0IGludmFkZWQgd2hpY2ggY291bnRyeT8=,UG9sYW5k,"['Q3plY2hvc2xvdmFraWE=', 'QXVzdHJpYQ==', 'SHVuZ2FyeQ==']"
History,multiple,hard,V2hhdCB3YXMgdGhlIGNvZGUgbmFtZSBmb3IgdGhlIEFsbGllZCBpbnZhc2lvbiBvZiBTb3V0aGVybiBGcmFuY2Ugb24gQXVndXN0IDE1dGgsIDE5NDQ\/,T3BlcmF0aW9uIERyYWdvb24=,"['T3BlcmF0aW9uIE92ZXJsb3Jk', 'T3BlcmF0aW9uIE1hcmtldCBHYXJkZW4=', 'T3BlcmF0aW9uIFRvcmNo']"
History,multiple,medium,V2hhdCB3YXMgdGhlIHRvdGFsIGxlbmd0aCBvZiB0aGUgVGl0YW5pYz8=,ODgyIGZ0IHwgMjY4LjggbQ==,"['NzU5IGZ0IHwgMjMxLjMgbQ==', 'MTA0MiBmdCB8IDMxNy42IG0=', 'ODI1IGZ0IHwgMjUxLjUgbQ==']"
History,multiple,medium,V2hvIHdhcyB0aGUgbGVhZGVyIG9mIHRoZSBDb21tdW5pc3QgUGFydHkgb2YgWXVnb3NsYXZpYSA\/,Sm9zaXAgQnJveiBUaXRv,"['S2FyYWRqb3JkamUgUGV0cm92aWM=', 'TWlsb3MgT2JpbGlj', 'QWxlc2thbmRhciBQZXRyb3ZpYw==']"
History,multiple,easy,V2hvIHdhcyBhbW9uZyB0aG9zZSBraWxsZWQgaW4gdGhlIDIwMTAgU21vbGVuc2ssIFJ1c3NpYSBwbGFuZSBjcmFzaCB0cmFnZWR5Pw==,VGhlIFBvbGlzaCBQcmVzaWRlbnQ=,"['UG9wZSBKb2huIFBhdWwgSUk=', 'QmFuZy1EaW5nIE93', 'QWxiZXJ0IFB1dGlu']"
History,boolean,easy,S3VibGFpIEtoYW4gaXMgdGhlIGdyYW5kY2hpbGQgb2YgR2VuZ2hpcyBLaGFuPw==,VHJ1ZQ==,['RmFsc2U=']
History,multiple,medium,VGhlIFVuaXRlZCBTdGF0ZXMgQXJteSBBaXIgQ29ycHMgYmVjYW1lIHRoZSBVbml0ZWQgU3RhdGVzIEFpciBGb3JjZSBvbiB3aGF0IGRhdGU\/,U2VwdGVtYmVyIDE4LCAxOTQ3,"['RGVjZW1iZXIgMTQsIDE5NDY=', 'T2N0b2JlciAyNywgMTk0NQ==', 'Tm92ZW1iZXIgMDgsIDE5NDQ=']"
History,multiple,hard,V2hhdCB3YXMgdGhlIGFpbSBvZiB0aGUgIlVtYnJlbGxhIFJldm9sdXRpb24iIGluIEhvbmcgS29uZyBpbiAyMDE0Pw==,R2VudWluZSB1bml2ZXJzYWwgc3VmZnJhZ2U=,"['R2FpbmluZyBJbmRlcGVuZGVuY2U=', 'R28gYmFjayB1bmRlciBCcml0aXNoIFJ1bGU=', 'TG93ZXIgdGF4ZXM=']"
History,multiple,medium,V2hpY2ggY291bnRyeSB3YXMgYW4gYWxsaWVkIHBvd2VyIGluIFdvcmxkIFdhciBJST8=,U292aWV0IFVuaW9u,"['SXRhbHk=', 'R2VybWFueQ==', 'SmFwYW4=']"
History,multiple,hard,VGhlIG1haW4gb2JqZWN0aXZlIG9mIHRoZSBHZXJtYW4gb3BlcmF0aW9uICJDYXNlIEJsdWUiIGR1cmluZyBXb3JsZCBXYXIgSUkgd2FzIG9yaWdpbmFsbHkgdG8gY2FwdHVyZSB3aGF0Pw==,Q2F1Y2FzdXM=,"['U3RhbGluZ3JhZA==', 'Q3JpbWVh', 'Vm9yb25lemg=']"
History,multiple,medium,V2hpY2ggY291bnRyeSBnaWZ0ZWQgdGhlIFN0YXR1ZSBvZiBMaWJlcnR5IHRvIHRoZSBVbml0ZWQgU3RhdGVzIG9mIEFtZXJpY2E\/,RnJhbmNl,"['U3BhaW4=', 'RW5nbGFuZA==', 'R2VybWFueQ==']"
History,multiple,easy,SG93IG9sZCB3YXMgQWRvbGYgSGl0bGVyIHdoZW4gaGUgZGllZD8=,NTY=,"['NDM=', 'NjU=', 'NDc=']"
History,multiple,hard,V2hhdCBkaWQgdGhlIGFiYnJldmlhdGlvbiAiUk1TIiBzdGFuZCBmb3IgaW4gdGhlIFJNUyBUaXRhbmljIGluIDE5MTI\/,Um95YWwgTWFpbCBTaGlw,"['Um95YWwgTWFqZXN0eSBTZXJ2aWNl', 'UmVndWxhciBNYXJpdGltZSBTY2hlZHVsZSA=', 'UmVndWxhdGVkIE1hZWxzdHJvbSBTZW5zb3I=']"
History,multiple,easy,V2hvIGxlZCB0aGUgQ29tbXVuaXN0IFJldm9sdXRpb24gb2YgUnVzc2lhPw==,VmxhZGltaXIgTGVuaW4=,"['Sm9zZXBoIFN0YWxpbg==', 'VmxhZGltaXIgUHV0aW4=', 'TWlraGFpbCBHb3JiYWNoZXY=']"
History,multiple,easy,V2hpY2ggb2YgdGhlIGZvbGxvd2luZyB3YXMgQnJhemlsIHdhcyBhIGZvcm1lciBjb2xvbnkgdW5kZXI\/,UG9ydHVnYWw=,"['U3BhaW4=', 'VGhlIE5ldGhlcmxhbmRz', 'RnJhbmNl']"
History,multiple,easy,V2hhdCBpcyB0aGUgaGlzdG9yaWNhbCBuYW1lIG9mIFNyaSBMYW5rYT8=,Q2V5bG9u,"['TXlhbm1hcg==', 'Q29sb21ibw==', 'QmFkdWxsYQ==']"
History,multiple,hard,VG91c3NhaW50IExvdXZlcnR1cmUgbGVkIGEgc3VjY2Vzc2Z1bCBzbGF2ZSByZXZvbHQgaW4gd2hpY2ggY291bnRyeT8=,SGFpdGk=,"['RnJhbmNl', 'Q3ViYQ==', 'VW5pdGVkIFN0YXRlcw==']"
History,multiple,medium,V2hvIGNyb3duZWQgQ2hhcmxlbWFnbmUgYXMgSG9seSBSb21hbiBFbXBlcm9yIG9uIENocmlzdG1hcyBEYXkgaW4gODAwPw==,UG9wZSBMZW8gSUlJ,"['UG9wZSBVcmJhbiBJVg==', 'UG9wZSBTdGVwaGVuIFY=', 'UG9wZSBWYWxlbnRpbmU=']"
History,multiple,medium,VGhlIEtvcmVhbiBXYXIgc3RhcnRlZCBpbiB3aGF0IHllYXI\/,MTk1MA==,"['MTk0NQ==', 'MTk2MA==', 'MTkxMg==']"
History,multiple,medium,V2hpY2ggVS5TLiBQcmVzaWRlbnQgd2FzIGluIG9mZmljZSB3aGVuIHRoZSBHdWxmIFdhciBiZWdhbj8=,R2VvcmdlIEguIFcuIEJ1c2g=,"['UmljaGFyZCBOaXhvbg==', 'R2VvcmdlIFcuIEJ1c2gg', 'Um9uYWxkIFJlZ2Fu']"
History,boolean,medium,U2lyIElzc2FjIE5ld3RvbiBzZXJ2ZWQgYXMgYSBNZW1iZXIgb2YgUGFybGlhbWVudCwgYnV0IHRoZSBvbmx5IHJlY29yZGVkIHRpbWUgaGUgc3Bva2Ugd2FzIHRvIGNvbXBsYWluIGFib3V0IGEgZHJhZnQgaW4gdGhlIGNoYW1iZXJzLg==,VHJ1ZQ==,['RmFsc2U=']
History,multiple,easy,T24gd2hhdCBzdHJlZXQgZGlkIHRoZSAxNjY2IEdyZWF0IEZpcmUgb2YgTG9uZG9uIHN0YXJ0Pw==,UHVkZGluZyBMYW5l,"['QmFrZXIgU3RyZWV0', 'SG91c2VzIG9mIFBhcmxpYW1lbnQ=', 'U3QgUGF1bCdzIENhdGhlZHJhbA==']"
History,multiple,easy,V2hpY2ggb25lIG9mIHRoZXNlIHdhcyBub3QgYSBiZWFjaCBsYW5kaW5nIHNpdGUgaW4gdGhlIEludmFzaW9uIG9mIE5vcm1hbmR5Pw==,U2lsdmVy,"['R29sZA==', 'SnVubw==', 'U3dvcmQ=']"
History,multiple,hard,UGlhbmlzdCBGcsOpZMOpcmljIENob3BpbiB3YXMgYSBjb21wb3NlciBvZiB3aGljaCBtdXNpY2FsIGVyYT8=,Um9tYW50aWM=,"['Q2xhc3NpYw==', 'QmFyb3F1ZQ==', 'UmVuYWlzc2FuY2U=']"
History,multiple,medium,V2hpY2ggb2YgdGhlc2UgY291bnRyaWVzIHdhcyBzZWEgY2hhcnRlZCBpbiAxNTAwIGJ5IHRoZSBQb3J0dWd1ZXNlIG1hcml0aW1lIGV4cGxvcmF0aW9ucz8=,QnJhemls,"['SW5kaWE=', 'TW96YW1iaXF1ZQ==', 'TWFkYWdhc2Nhcg==']"
History,multiple,hard,SW4gdGhlIHllYXIgMTkwMCwgd2hhdCB3ZXJlIHRoZSBtb3N0IHBvcHVsYXIgZmlyc3QgbmFtZXMgZ2l2ZW4gdG8gYm95IGFuZCBnaXJsIGJhYmllcyBib3JuIGluIHRoZSBVbml0ZWQgU3RhdGVzPw==,Sm9obiBhbmQgTWFyeQ==,"['Sm9zZXBoIGFuZCBDYXRoZXJpbmU=', 'V2lsbGlhbSBhbmQgRWxpemFiZXRo', 'R2VvcmdlIGFuZCBBbm5l']"
History,multiple,easy,V2hpY2ggR2VybWFuIGZpZWxkIG1hcnNoYWwgd2FzIGtub3duIGFzIHRoZSBgRGVzZXJ0IEZveGA\/,RXJ3aW4gUm9tbWVs,"['RXJuc3QgQnVzY2g=', 'V29sZnJhbSBGcmVpaGVyciB2b24gUmljaHRob2Zlbg==', 'V2lsaGVsbSBMaXN0']"
History,multiple,medium,V2hhdCBoaXN0b3JpY2FsIGV2ZW50IHdhcyBUY2hhaWtvdnNreSdzIDE4MTIgT3ZlcnR1cmUgcmVmZXJlbmNpbmc\/,VGhlIE5hcG9sZW9uaWMgV2Fycw==,"['VGhlIEFtZXJpY2FuIFdhciBvZiAxODEy', 'VGhlIFJ1c3NpYW4gUmV2b2x1dGlvbg==', 'VGhlIENoYXJnZSBvZiB0aGUgTGlnaHQgQnJpZ2FkZSAoQ3JpbWVhbiBXYXIp']"
